sample_id,record_id,dataset,split,sequence_key,subset,task,human_original,machine_original,human_comparison,machine_comparison
HR0039,site1/train/video2frame196,EndoVis 2017,train,site1/train/video2,challenge,q6,yes,yes,yes,yes
HR0039,site1/train/video2frame196,EndoVis 2017,train,site1/train/video2,challenge,q7,yes,no,yes,no
HR0039,site1/train/video2frame196,EndoVis 2017,train,site1/train/video2,challenge,q9,none,none,none,none
HR0040,site1/train/video2frame203,EndoVis 2017,train,site1/train/video2,representative,q4.bleeding,no,yes,no,yes
HR0040,site1/train/video2frame203,EndoVis 2017,train,site1/train/video2,representative,q4.smoke,no,no,no,no
HR0040,site1/train/video2frame203,EndoVis 2017,train,site1/train/video2,representative,q4.occlusion,no,no,no,no
HR0040,site1/train/video2frame203,EndoVis 2017,train,site1/train/video2,representative,q5,clear,clear,clear,clear
HR0040,site1/train/video2frame203,EndoVis 2017,train,site1/train/video2,representative,q6,yes,no,yes,no
HR0040,site1/train/video2frame203,EndoVis 2017,train,site1/train/video2,representative,q7,yes,yes,yes,yes
HR0040,site1/train/video2frame203,EndoVis 2017,train,site1/train/video2,representative,q9,none,none,none,none
HR0041,site1/train/video3frame014,EndoVis 2017,train,site1/train/video3,representative,q4.bleeding,no,yes,no,yes
HR0041,site1/train/video3frame014,EndoVis 2017,train,site1/train/video3,representative,q4.smoke,no,no,no,no
HR0041,site1/train/video3frame014,EndoVis 2017,train,site1/train/video3,representative,q4.occlusion,no,no,no,no
HR0041,site1/train/video3frame014,EndoVis 2017,train,site1/train/video3,representative,q5,clear,clear,clear,clear
HR0041,site1/train/video3frame014,EndoVis 2017,train,site1/train/video3,representative,q6,yes,no,yes,no
HR0041,site1/train/video3frame014,EndoVis 2017,train,site1/train/video3,representative,q7,yes,yes,yes,yes
HR0041,site1/train/video3frame014,EndoVis 2017,train,site1/train/video3,representative,q9,none,none,none,none
HR0042,site1/train/video3frame037,EndoVis 2017,train,site1/train/video3,representative,q4.bleeding,no,yes,no,yes
HR0042,site1/train/video3frame037,EndoVis 2017,train,site1/train/video3,representative,q4.smoke,no,no,no,no
HR0042,site1/train/video3frame037,EndoVis 2017,train,site1/train/video3,representative,q4.occlusion,no,no,no,no
HR0042,site1/train/video3frame037,EndoVis 2017,train,site1/train/video3,representative,q5,clear,clear,clear,clear
HR0042,site1/train/video3frame037,EndoVis 2017,train,site1/train/video3,representative,q6,yes,no,yes,no
HR0042,site1/train/video3frame037,EndoVis 2017,train,site1/train/video3,representative,q7,yes,yes,yes,yes
HR0042,site1/train/video3frame037,EndoVis 2017,train,site1/train/video3,representative,q9,none,none,none,none
HR0043,site1/train/video3frame074,EndoVis 2017,train,site1/train/video3,representative,q4.bleeding,no,yes,no,yes
HR0043,site1/train/video3frame074,EndoVis 2017,train,site1/train/video3,representative,q4.smoke,no,no,no,no
HR0043,site1/train/video3frame074,EndoVis 2017,train,site1/train/video3,representative,q4.occlusion,no,no,no,no
HR0043,site1/train/video3frame074,EndoVis 2017,train,site1/train/video3,representative,q5,clear,clear,clear,clear
HR0043,site1/train/video3frame074,EndoVis 2017,train,site1/train/video3,representative,q6,yes,no,yes,no
HR0043,site1/train/video3frame074,EndoVis 2017,train,site1/train/video3,representative,q7,yes,yes,yes,yes
HR0043,site1/train/video3frame074,EndoVis 2017,train,site1/train/video3,representative,q9,none,none,none,none
HR0044,site1/train/video3frame104,EndoVis 2017,train,site1/train/video3,representative,q4.bleeding,no,yes,no,yes
HR0044,site1/train/video3frame104,EndoVis 2017,train,site1/train/video3,representative,q4.smoke,no,no,no,no
HR0044,site1/train/video3frame104,EndoVis 2017,train,site1/train/video3,representative,q4.occlusion,no,no,no,no
HR0044,site1/train/video3frame104,EndoVis 2017,train,site1/train/video3,representative,q5,clear,clear,clear,clear
HR0044,site1/train/video3frame104,EndoVis 2017,train,site1/train/video3,representative,q6,no,no,no,no
HR0044,site1/train/video3frame104,EndoVis 2017,train,site1/train/video3,representative,q7,yes,yes,yes,yes
HR0044,site1/train/video3frame104,EndoVis 2017,train,site1/train/video3,representative,q9,none,none,none,none
HR0045,site1/train/video3frame122,EndoVis 2017,train,site1/train/video3,representative,q4.bleeding,no,yes,no,yes
HR0045,site1/train/video3frame122,EndoVis 2017,train,site1/train/video3,representative,q4.smoke,no,no,no,no
HR0045,site1/train/video3frame122,EndoVis 2017,train,site1/train/video3,representative,q4.occlusion,no,no,no,no
HR0045,site1/train/video3frame122,EndoVis 2017,train,site1/train/video3,representative,q5,clear,clear,clear,clear
HR0045,site1/train/video3frame122,EndoVis 2017,train,site1/train/video3,representative,q6,no,no,no,no
HR0045,site1/train/video3frame122,EndoVis 2017,train,site1/train/video3,representative,q7,yes,yes,yes,yes
HR0045,site1/train/video3frame122,EndoVis 2017,train,site1/train/video3,representative,q9,none,none,none,none
HR0046,site1/train/video3frame144,EndoVis 2017,train,site1/train/video3,representative,q4.bleeding,no,yes,no,yes
HR0046,site1/train/video3frame144,EndoVis 2017,train,site1/train/video3,representative,q4.smoke,no,no,no,no
HR0046,site1/train/video3frame144,EndoVis 2017,train,site1/train/video3,representative,q4.occlusion,no,no,no,no
HR0046,site1/train/video3frame144,EndoVis 2017,train,site1/train/video3,representative,q5,clear,clear,clear,clear
HR0046,site1/train/video3frame144,EndoVis 2017,train,site1/train/video3,representative,q6,no,no,no,no
HR0046,site1/train/video3frame144,EndoVis 2017,train,site1/train/video3,representative,q7,yes,yes,yes,yes
HR0046,site1/train/video3frame144,EndoVis 2017,train,site1/train/video3,representative,q9,none,none,none,none
HR0047,site1/train/video3frame196,EndoVis 2017,train,site1/train/video3,representative,q4.bleeding,no,no,no,no
HR0047,site1/train/video3frame196,EndoVis 2017,train,site1/train/video3,representative,q4.smoke,no,no,no,no
HR0047,site1/train/video3frame196,EndoVis 2017,train,site1/train/video3,representative,q4.occlusion,no,no,no,no
HR0047,site1/train/video3frame196,EndoVis 2017,train,site1/train/video3,representative,q5,clear,clear,clear,clear
HR0047,site1/train/video3frame196,EndoVis 2017,train,site1/train/video3,representative,q6,yes,no,yes,no
HR0047,site1/train/video3frame196,EndoVis 2017,train,site1/train/video3,representative,q7,yes,yes,yes,yes
HR0047,site1/train/video3frame196,EndoVis 2017,train,site1/train/video3,representative,q9,none,none,none,none
HR0048,site1/train/video3frame216,EndoVis 2017,train,site1/train/video3,representative,q4.bleeding,no,no,no,no
HR0048,site1/train/video3frame216,EndoVis 2017,train,site1/train/video3,representative,q4.smoke,no,no,no,no
HR0048,site1/train/video3frame216,EndoVis 2017,train,site1/train/video3,representative,q4.occlusion,no,no,no,no
HR0048,site1/train/video3frame216,EndoVis 2017,train,site1/train/video3,representative,q5,clear,clear,clear,clear
HR0048,site1/train/video3frame216,EndoVis 2017,train,site1/train/video3,representative,q6,no,no,no,no
HR0048,site1/train/video3frame216,EndoVis 2017,train,site1/train/video3,representative,q7,yes,yes,yes,yes
HR0048,site1/train/video3frame216,EndoVis 2017,train,site1/train/video3,representative,q9,none,none,none,none
HR0049,site1/train/video4frame015,EndoVis 2017,train,site1/train/video4,representative,q4.bleeding,no,no,no,no
HR0049,site1/train/video4frame015,EndoVis 2017,train,site1/train/video4,representative,q4.smoke,no,no,no,no
HR0049,site1/train/video4frame015,EndoVis 2017,train,site1/train/video4,representative,q4.occlusion,no,no,no,no
HR0049,site1/train/video4frame015,EndoVis 2017,train,site1/train/video4,representative,q5,clear,clear,clear,clear
HR0049,site1/train/video4frame015,EndoVis 2017,train,site1/train/video4,representative,q6,yes,no,yes,no
HR0049,site1/train/video4frame015,EndoVis 2017,train,site1/train/video4,representative,q7,yes,yes,yes,yes
HR0049,site1/train/video4frame015,EndoVis 2017,train,site1/train/video4,representative,q9,none,none,none,none
HR0050,site1/train/video4frame051,EndoVis 2017,train,site1/train/video4,representative,q4.bleeding,no,no,no,no
HR0050,site1/train/video4frame051,EndoVis 2017,train,site1/train/video4,representative,q4.smoke,no,no,no,no
HR0050,site1/train/video4frame051,EndoVis 2017,train,site1/train/video4,representative,q4.occlusion,no,no,no,no
HR0050,site1/train/video4frame051,EndoVis 2017,train,site1/train/video4,representative,q5,clear,clear,clear,clear
HR0050,site1/train/video4frame051,EndoVis 2017,train,site1/train/video4,representative,q6,no,no,no,no
HR0050,site1/train/video4frame051,EndoVis 2017,train,site1/train/video4,representative,q7,yes,yes,yes,yes
HR0050,site1/train/video4frame051,EndoVis 2017,train,site1/train/video4,representative,q9,none,none,none,none
HR0051,site1/train/video4frame063,EndoVis 2017,train,site1/train/video4,representative,q4.bleeding,no,no,no,no
HR0051,site1/train/video4frame063,EndoVis 2017,train,site1/train/video4,representative,q4.smoke,no,no,no,no
HR0051,site1/train/video4frame063,EndoVis 2017,train,site1/train/video4,representative,q4.occlusion,no,no,no,no
HR0051,site1/train/video4frame063,EndoVis 2017,train,site1/train/video4,representative,q5,clear,clear,clear,clear
HR0051,site1/train/video4frame063,EndoVis 2017,train,site1/train/video4,representative,q6,no,no,no,no
HR0051,site1/train/video4frame063,EndoVis 2017,train,site1/train/video4,representative,q7,yes,yes,yes,yes
HR0051,site1/train/video4frame063,EndoVis 2017,train,site1/train/video4,representative,q9,none,none,none,none
HR0052,site1/train/video4frame101,EndoVis 2017,train,site1/train/video4,representative,q4.bleeding,no,no,no,no
HR0052,site1/train/video4frame101,EndoVis 2017,train,site1/train/video4,representative,q4.smoke,no,no,no,no
HR0052,site1/train/video4frame101,EndoVis 2017,train,site1/train/video4,representative,q4.occlusion,no,no,no,no
HR0052,site1/train/video4frame101,EndoVis 2017,train,site1/train/video4,representative,q5,clear,clear,clear,clear
HR0052,site1/train/video4frame101,EndoVis 2017,train,site1/train/video4,representative,q6,no,no,no,no
HR0052,site1/train/video4frame101,EndoVis 2017,train,site1/train/video4,representative,q7,yes,yes,yes,yes
HR0052,site1/train/video4frame101,EndoVis 2017,train,site1/train/video4,representative,q9,none,none,none,none
HR0053,site1/train/video4frame116,EndoVis 2017,train,site1/train/video4,representative,q4.bleeding,no,yes,no,yes
HR0053,site1/train/video4frame116,EndoVis 2017,train,site1/train/video4,representative,q4.smoke,no,no,no,no
HR0053,site1/train/video4frame116,EndoVis 2017,train,site1/train/video4,representative,q4.occlusion,no,no,no,no
HR0053,site1/train/video4frame116,EndoVis 2017,train,site1/train/video4,representative,q5,clear,clear,clear,clear
HR0053,site1/train/video4frame116,EndoVis 2017,train,site1/train/video4,representative,q6,no,no,no,no
HR0053,site1/train/video4frame116,EndoVis 2017,train,site1/train/video4,representative,q7,yes,yes,yes,yes
HR0053,site1/train/video4frame116,EndoVis 2017,train,site1/train/video4,representative,q9,none,none,none,none
HR0054,site1/train/video4frame154,EndoVis 2017,train,site1/train/video4,representative,q4.bleeding,no,no,no,no
HR0054,site1/train/video4frame154,EndoVis 2017,train,site1/train/video4,representative,q4.smoke,no,no,no,no
HR0054,site1/train/video4frame154,EndoVis 2017,train,site1/train/video4,representative,q4.occlusion,no,no,no,no
HR0054,site1/train/video4frame154,EndoVis 2017,train,site1/train/video4,representative,q5,clear,clear,clear,clear
HR0054,site1/train/video4frame154,EndoVis 2017,train,site1/train/video4,representative,q6,no,no,no,no
HR0054,site1/train/video4frame154,EndoVis 2017,train,site1/train/video4,representative,q7,yes,yes,yes,yes
HR0054,site1/train/video4frame154,EndoVis 2017,train,site1/train/video4,representative,q9,none,none,none,none
HR0055,site1/train/video4frame192,EndoVis 2017,train,site1/train/video4,representative,q4.bleeding,no,no,no,no
HR0055,site1/train/video4frame192,EndoVis 2017,train,site1/train/video4,representative,q4.smoke,no,no,no,no
HR0055,site1/train/video4frame192,EndoVis 2017,train,site1/train/video4,representative,q4.occlusion,no,no,no,no
HR0055,site1/train/video4frame192,EndoVis 2017,train,site1/train/video4,representative,q5,clear,clear,clear,clear
HR0055,site1/train/video4frame192,EndoVis 2017,train,site1/train/video4,representative,q6,yes,no,yes,no
HR0055,site1/train/video4frame192,EndoVis 2017,train,site1/train/video4,representative,q7,yes,yes,yes,yes
HR0055,site1/train/video4frame192,EndoVis 2017,train,site1/train/video4,representative,q9,none,none,none,none
HR0056,site1/train/video4frame224,EndoVis 2017,train,site1/train/video4,representative,q4.bleeding,no,no,no,no
HR0056,site1/train/video4frame224,EndoVis 2017,train,site1/train/video4,representative,q4.smoke,no,no,no,no
HR0056,site1/train/video4frame224,EndoVis 2017,train,site1/train/video4,representative,q4.occlusion,no,no,no,no
HR0056,site1/train/video4frame224,EndoVis 2017,train,site1/train/video4,representative,q5,clear,clear,clear,clear
HR0056,site1/train/video4frame224,EndoVis 2017,train,site1/train/video4,representative,q6,no,no,no,no
HR0056,site1/train/video4frame224,EndoVis 2017,train,site1/train/video4,representative,q7,yes,yes,yes,yes
HR0056,site1/train/video4frame224,EndoVis 2017,train,site1/train/video4,representative,q9,none,none,none,none
HR0057,site1/train/video5frame024,EndoVis 2017,train,site1/train/video5,representative,q4.bleeding,yes,yes,yes,yes
HR0057,site1/train/video5frame024,EndoVis 2017,train,site1/train/video5,representative,q4.smoke,no,no,no,no
HR0057,site1/train/video5frame024,EndoVis 2017,train,site1/train/video5,representative,q4.occlusion,no,no,no,no
HR0057,site1/train/video5frame024,EndoVis 2017,train,site1/train/video5,representative,q5,clear,clear,clear,clear
HR0057,site1/train/video5frame024,EndoVis 2017,train,site1/train/video5,representative,q6,no,no,no,no
HR0057,site1/train/video5frame024,EndoVis 2017,train,site1/train/video5,representative,q7,yes,yes,yes,yes
HR0057,site1/train/video5frame024,EndoVis 2017,train,site1/train/video5,representative,q9,none,none,none,none
HR0058,site1/train/video5frame041,EndoVis 2017,train,site1/train/video5,representative,q4.bleeding,yes,yes,yes,yes
HR0058,site1/train/video5frame041,EndoVis 2017,train,site1/train/video5,representative,q4.smoke,no,no,no,no
HR0058,site1/train/video5frame041,EndoVis 2017,train,site1/train/video5,representative,q4.occlusion,no,no,no,no
HR0058,site1/train/video5frame041,EndoVis 2017,train,site1/train/video5,representative,q5,clear,clear,clear,clear
HR0058,site1/train/video5frame041,EndoVis 2017,train,site1/train/video5,representative,q6,no,no,no,no
HR0058,site1/train/video5frame041,EndoVis 2017,train,site1/train/video5,representative,q7,yes,yes,yes,yes
HR0058,site1/train/video5frame041,EndoVis 2017,train,site1/train/video5,representative,q9,none,none,none,none
HR0059,site1/train/video5frame059,EndoVis 2017,train,site1/train/video5,challenge,q4.bleeding,yes,yes,yes,yes
HR0059,site1/train/video5frame059,EndoVis 2017,train,site1/train/video5,challenge,q4.smoke,no,no,no,no
HR0059,site1/train/video5frame059,EndoVis 2017,train,site1/train/video5,challenge,q4.occlusion,no,yes,no,yes
HR0059,site1/train/video5frame059,EndoVis 2017,train,site1/train/video5,challenge,q5,clear,blurry,clear,degraded
HR0059,site1/train/video5frame059,EndoVis 2017,train,site1/train/video5,challenge,q6,no,no,no,no
HR0059,site1/train/video5frame059,EndoVis 2017,train,site1/train/video5,challenge,q7,yes,no,yes,no
HR0059,site1/train/video5frame059,EndoVis 2017,train,site1/train/video5,challenge,q9,none,none,none,none
HR0060,site1/train/video5frame060,EndoVis 2017,train,site1/train/video5,challenge,q4.bleeding,yes,yes,yes,yes
HR0060,site1/train/video5frame060,EndoVis 2017,train,site1/train/video5,challenge,q4.smoke,no,no,no,no
HR0060,site1/train/video5frame060,EndoVis 2017,train,site1/train/video5,challenge,q4.occlusion,no,yes,no,yes
HR0060,site1/train/video5frame060,EndoVis 2017,train,site1/train/video5,challenge,q5,clear,mixed,clear,degraded
HR0060,site1/train/video5frame060,EndoVis 2017,train,site1/train/video5,challenge,q6,no,no,no,no
HR0060,site1/train/video5frame060,EndoVis 2017,train,site1/train/video5,challenge,q7,yes,no,yes,no
